ticket,area,direccion_entidad,Seccion,Manzana,Parcela,fecha_inspeccion
DGFyC-634910,SGO Grandes Superficies,JUNCAL 1264,7,48,8,17/02/2021
DGFyC-635016,SGO Fiscalización Nocturna,SUIPACHA 919,3,27,21,13/02/2021
DGFyC-621970,SGO Fiscalización Nocturna,SANCHEZ DE BUSTAMANTE 1027,13,45,19,14/02/2021
DGFyC-633001,SGO Inspecciones simples,HUMBOLDT 2393,35,111,9,17/02/2021
DGFyC-633212,SGO Fiscalización Nocturna,ALVAREZ JONTE AV. 3112,67,013F,1,11/02/2021
DGFyC-627486,SGO Grandes Superficies,ASUNCION 5278,89,018C,12,11/02/2021
DGFyC-633056,SGO Inspecciones simples,LAVALLE 2388,9,38,10,11/02/2021
DGFyC-634244,SGO Fiscalización Nocturna,SARMIENTO 2833,13,97,20,11/02/2021
DGFyC-633938,SGO Grandes Superficies,CUENCA 624,77,153,23,17/02/2021
DGFyC-634920,SGO Grandes Superficies,LIBERTAD 1133,3,4,15,17/02/2021
DGFyC-538139,SGO Est. Educativos,HOLMBERG 2621,53,101,15,17/02/2021
DGFyC-635506,SGO Fiscalización Nocturna,CABILDO AV. 2396,39,100,1,19/02/2021
DGFyC-634754,SGO Suspensiones y Rechazos,SARMIENTO 2546,9,18,8,19/02/2021
DGFyC-636210,SGO Fiscalización Nocturna,BALCARCE 678,2,56,9,19/02/2021
DGFyC-635520,SGO Fiscalización Nocturna,RIVADAVIA AV. 7500,48,37,23,23/02/2021
DGFyC-524248,SGO Inspecciones simples,CABILDO AV. 1302,37,154,1,23/02/2021
DGFyC-637151,SGO Fiscalización Nocturna,SUIPACHA 517,1,6,017A,23/02/2021
DGFyC-610451,SGO Inspecciones simples,CONDARCO 2632,69,33,3,17/02/2021
DGFyC-632984,SGO Inspecciones simples,AVELLANEDA AV. 3186,65,4,6,17/02/2021
DGFyC-634467,SGO Fiscalización Nocturna,CABILDO AV. 3241,27,7,10,15/02/2021
DGFyC-634457,SGO Fiscalización Nocturna,RIVADAVIA AV. 10997,95,27,22,16/02/2021
DGFyC-635261,SGO Eventos Deportivos,OLAZABAL 2490,39,99,007a,15/02/2021
DGFyC-515979,SGO Inspecciones simples,DARREGUEYRA 2213,19,143,16,17/02/2021
DGFyC-635300,SGO Fiscalización Nocturna,BACACAY 3199,65,3,16,16/02/2021
DGFyC-634260,SGO Est. Salud y Geriátricos,SAAVEDRA 1170,22,10,14,17/02/2021
DGFyC-633462,SGO Est. Hoteles y Pensiones,PARANA 358,5,22,31,17/02/2021
DGFyC-440818,SGO Inspecciones simples,GASCON 698,17,59,001E,19/02/2021
DGFyC-627329,SGO Fiscalización Crítica,DORREGO AV. 1409,33,59,19,18/02/2021
DGFyC-633485,Auditorias Integrales Programadas,BOGOTA 3155,65,4,18,18/02/2021
DGFyC-631516,SGO Inspecciones simples,CORRIENTES AV. 2330,9,37,003a,19/02/2021
DGFyC-630015,SGO Est. Hoteles y Pensiones,BOLIVAR 1291,4,20,38,19/02/2021
DGFyC-634761,SGO Suspensiones y Rechazos,LARREA 330,9,19,029A,19/02/2021
DGFyC-634654,Auditorias Integrales Programadas,BOGOTA 2973,65,24,19,18/02/2021
DGFyC-632501,SGO Inspecciones simples,LOPE DE VEGA AV. 3279,89,033C,016B,18/02/2021
DGFyC-608605,SGO Inspecciones simples,CANGALLO 18,,,,18/02/2021
DGFyC-635634,SGO Eventos Masivos,CERVIÑO AV. 4476,,,,14/02/2021
DGFyC-569884,SGO Grandes Superficies,DEHEZA 3173,,,,18/02/2021
DGFyC-522624,SGO Inspecciones simples,CABELLO 3401,21,61,14,18/02/2021
DGFyC-634824,SGO Fiscalización Nocturna,EL SALVADOR 6014,35,035A,2,17/02/2021
DGFyC-626618,SGO Inspecciones simples,HONDURAS AV. 3778,15,3,14,10/02/2021
DGFyC-632967,SGO Fiscalización Nocturna,DORREGO AV. 875,33,002B,15,09/02/2021
DGFyC-633700,Auditorias Integrales Programadas,HERRERA 803,18,127,000C,08/02/2021
DGFyC-624304,SGO Verificaciones,GAONA AV. 4401,79,37,25,12/02/2021
DGFyC-385478,SGO Est. Hoteles y Pensiones,GODOY CRUZ 1545,31,116,8,12/02/2021
DGFyC-633869,SGO Inspecciones simples,RUIZ HUIDOBRO 3499,43,48,007B,12/02/2021
DGFyC-425269,SGO Verificaciones,CABILDO AV. 1717,23,061B,14,12/02/2021
DGFyC-634707,SGO Fiscalización Nocturna,RIVADAVIA 1910,20,66,2,12/02/2021
DGFyC-635004,SGO Fiscalización Nocturna,RIVADAVIA AV. 7750,,,,13/02/2021
DGFyC-633061,SGO Fiscalización Nocturna,RIVADAVIA AV. 7927,77,130,021A,14/02/2021
DGFyC-633476,SGO Fiscalización Nocturna,HONDURAS 5339,19,055A,008a,14/02/2021
DGFyC-635092,SGO Eventos Deportivos,RIVADAVIA AV. 6456,48,155,005b,13/02/2021
DGFyC-595120,SGO Inspecciones simples,CONDARCO 1611,67,67,025A,17/02/2021
DGFyC-396021,SGO Inspecciones simples,TALCAHUANO 1264,7,42,32,17/02/2021
DGFyC-635152,SGO Fiscalización Nocturna,GAONA AV. 4099,79,87,14,14/02/2021
DGFyC-632090,SGO Fiscalización Nocturna,PEDERNERA 299,48,97,024E,15/02/2021
DGFyC-635219,SGO Fiscalización Nocturna,PERU 1183,4,15,34,15/02/2021
DGFyC-636317,SGO Est. Educativos,ARCOS 4531,29,49,22,22/02/2021
DGFyC-632282,SGO Est. Hoteles y Pensiones,LIMA 101,12,56,7,12/02/2021
DGFyC-633687,SGO Fiscalización Nocturna,GUEMES 4818,19,160,2,12/02/2021
DGFyC-634696,SGO Fiscalización Nocturna,GURRUCHAGA 1796,19,067B,1,12/02/2021
DGFyC-634709,Auditorias Integrales Programadas,CORRIENTES AV. 1343,5,39,020C,11/02/2021
DGFyC-634487,SGO Est. Educativos,MOLDES 2449,39,87,010A,12/02/2021
DGFyC-636156,SGO Fiscalización Crítica,AGUERO 398,13,49,001a,19/02/2021
DGFyC-635947,SGO Fiscalización Nocturna,RIVADAVIA AV. 7927,77,130,021A,20/02/2021
DGFyC-635500,SGO Fiscalización Nocturna,ENTRE RIOS AV. 2072,16,16,26,20/02/2021
DGFyC-635657,SGO Fiscalización Nocturna,CHACABUCO 947,4,11,036B,20/02/2021
DGFyC-605385,SGO Inspecciones simples,SOLER 4970,19,94,7,11/02/2021
DGFyC-633414,SGO Fiscalización Nocturna,AVENIDA LA PLATA 727,40,141,40,11/02/2021
DGFyC-521655,SGO Est. Deportivos,ESTRADA 13,,,,22/02/2021
DGFyC-636183,SGO Est. Salud y Geriátricos,HUMBOLDT 2433,35,115,18,22/02/2021
DGFyC-634339,SGO Est. Hoteles y Pensiones,HUMBERTO 1° 1869,22,67,29,22/02/2021
DGFyC-636038,SGO Suspensiones y Rechazos,LAVALLE 2977,13,82,29,22/02/2021
DGFyC-636704,SGO Eventos Deportivos,BULNES 2774,21,69,19,21/02/2021
DGFyC-634265,SGO Suspensiones y Rechazos,PIEDRAS 1108,4,9,010F,18/02/2021
DGFyC-634772,SGO Grandes Superficies,MONROE 1869,27,057A,14,12/02/2021
DGFyC-633850,SGO Fiscalización Crítica,CHARCAS 3155,15,63,019A,12/02/2021
DGFyC-634374,SGO Fiscalización Crítica,MORETO 1179,54,37,30,12/02/2021
DGFyC-633921,SGO Suspensiones y Rechazos,CORDOBA AV. 1861,11,74,19,17/02/2021
DGFyC-635458,SGO Est. Educativos,BERMUDEZ 1981,87,043B,10,12/02/2021
DGFyC-634371,SGO Fiscalización Nocturna,CARHUE 12,72,72,12,15/02/2021
DGFyC-417181,SGO Inspecciones simples,FITZ ROY 2333,35,112,019A,17/02/2021
DGFyC-635304,SGO Fiscalización Nocturna,RIVADAVIA AV. 7517,65,10,015e,16/02/2021
DGFyC-386556,SGO Est. Deportivos,RECONQUISTA 335,1,44,11,17/02/2021
DGFyC-634714,SGO Fiscalización Crítica,GUARDIA NACIONAL 18,60,106,5,16/02/2021
DGFyC-634403,SGO Fiscalización Nocturna,FRAY LUIS BELTRAN 33,65,128A,13,16/02/2021
DGFyC-633809,SGO Fiscalización Nocturna,HUMBOLDT 1587,35,001B,9,10/02/2021
DGFyC-632318,SGO Verificaciones,LA PAMPA 731,25,113,27,11/02/2021
DGFyC-637185,SGO Est. Educativos,TUCUMAN 1754,5,6,7,22/02/2021
DGFyC-636928,SGO Fiscalización Crítica,GAONA AV. 3302,65,50,1,23/02/2021
DGFyC-495923,SGO Inspecciones simples,LA RIOJA 2099,32,102,040D,22/02/2021
DGFyC-636490,SGO Fiscalización Nocturna,SARMIENTO 1752,5,3,7,20/02/2021
DGFyC-405758,SGO Inspecciones simples,GARCIA DE COSSIO 7105,72,58,1,22/02/2021
DGFyC-522981,SGO Fiscalización Crítica,ENTRE RIOS AV. 1226,14,6,13,21/02/2021
DGFyC-635700,SGO Fiscalización Nocturna,JURAMENTO 1543,25,63,019C,21/02/2021
DGFyC-633929,SGO Inspecciones simples,CASEROS AV. 1791,16,32,013a,22/02/2021
DGFyC-636595,SGO Eventos Masivos,AVENIDA DEL LIBERTADOR 4103,23,135,000A,20/02/2021
DGFyC-634317,SGO Fiscalización Nocturna,THAMES 1337,31,112,11,20/02/2021
DGFyC-539081,SGO Fiscalización Nocturna,PIEDRAS 1020,4,10,013B,20/02/2021
DGFyC-500130,SGO Inspecciones simples,LA RIOJA 1991,32,103,034C,22/02/2021
DGFyC-636488,SGO Fiscalización Nocturna,SARMIENTO 1662,5,11,6,20/02/2021
DGFyC-613551,SGO Inspecciones simples,COSQUIN 1172,72,73,11,22/02/2021
DGFyC-630617,SGO Fiscalización Crítica,MAIPU 618,1,15,26,23/02/2021
DGFyC-377275,SGO Inspecciones simples,CARABOBO AV. 802,42,2,8,24/02/2021
DGFyC-635903,SGO Fiscalización Nocturna,RIVADAVIA AV. 3636,28,8,002a,22/02/2021
DGFyC-623575,SGO Grandes Superficies,ACEVEDO 67,47,115,4,22/02/2021
DGFyC-634267,SGO Suspensiones y Rechazos,GUARDIA VIEJA 4443,17,35,024B,22/02/2021
DGFyC-636707,SGO Eventos Deportivos,BOYACA 2152,67,126,1,21/02/2021
DGFyC-635409,SGO Fiscalización Nocturna,EL SALVADOR 4947,,,,17/02/2021
DGFyC-634753,SGO Est. Deportivos,PADRE CANAVERY 1351,,,,18/02/2021
DGFyC-636443,SGO Grandes Superficies,SAN NICOLAS 4853,83,155,006C,24/02/2021
DGFyC-529561,SGO Inspecciones simples,GASCON 1441,19,43,24,24/02/2021
DGFyC-636223,SGO Inspecciones simples,HONDURAS AV. 3741,15,4,38,24/02/2021
DGFyC-521939,SGO Inspecciones simples,DIRECTORIO AV. 594,40,64,007A,24/02/2021
DGFyC-636348,SGO Suspensiones y Rechazos,HUMBOLDT 1585,35,001B,9,24/02/2021
DGFyC-605801,SGO Fiscalización Nocturna,HONDURAS AV. 4096,19,25,011A,24/02/2021
DGFyC-636740,Auditorias Integrales Programadas,CHILE 474,2,37,6,19/02/2021
DGFyC-635464,SGO Fiscalización Nocturna,SANABRIA 1608,79,008A,1,19/02/2021
DGFyC-634743,SGO Suspensiones y Rechazos,MAIPU 466,1,13,031A,19/02/2021
DGFyC-607415,SGO Verificaciones,RIVADAVIA AV. 11164,72,099A,8,19/02/2021
DGFyC-575299,SGO Grandes Superficies,DIRECTORIO AV. 3881,54,131,23,17/02/2021
DGFyC-632011,SGO Fiscalización Nocturna,CORRIENTES AV. 3900,17,105,011A,13/02/2021
DGFyC-635007,SGO Fiscalización Nocturna,RIVADAVIA AV. 4200,,,,13/02/2021
DGFyC-633819,Auditorias Integrales Programadas,ACOYTE 702,45,75,021C,11/02/2021
DGFyC-633422,SGO Fiscalización Crítica,MEDRANO AV. 341,17,89,11,10/02/2021
DGFyC-285639,SGO Inspecciones simples,ALVAREZ JONTE AV. 6118,91,012B,2,11/02/2021
DGFyC-625477,SGO Suspensiones y Rechazos,FLORIDA 468,1,21,35,11/02/2021
DGFyC-633441,SGO Fiscalización Nocturna,HONDURAS 5535,35,30,24,11/02/2021
DGFyC-633940,SGO Fiscalización Nocturna,JUSTO JUAN B. AV 8202,,,,14/02/2021
DGFyC-634322,SGO Fiscalización Nocturna,DE LOS CONSTITUYENTES AV. 3552,61,132B,1,14/02/2021
DGFyC-631121,SGO Inspecciones simples,CERVIÑO AV. 3833,21,74,015A,17/02/2021
DGFyC-635155,SGO Fiscalización Nocturna,RIVADAVIA AV. 3475,13,23,16,14/02/2021
DGFyC-586310,SGO Fiscalización Nocturna,YERBAL 2413,65,072A,17,14/02/2021
DGFyC-586314,SGO Fiscalización Crítica,AVELLANEDA AV. 2399,65,85,006n,21/02/2021
DGFyC-628237,SGO Fiscalización Nocturna,AVENIDA DEL LIBERTADOR 4096,,,,21/02/2021
DGFyC-633551,SGO Inspecciones simples,ANCHORIS 9,16,10,1,22/02/2021
DGFyC-636610,SGO Fiscalización Nocturna,CORRIENTES AV. 5008,47,187,18,21/02/2021
DGFyC-635732,SGO Fiscalización Nocturna,EL SALVADOR 6014,35,035A,2,22/02/2021
DGFyC-634817,SGO Est. Hoteles y Pensiones,HUMBERTO 1° 1257,14,48,21,22/02/2021
DGFyC-508265,SGO Est. Deportivos,CORRIENTES AV. 4488,17,32,11,23/02/2021
DGFyC-636290,SGO Grandes Superficies,DIAZ VELEZ AV. 3531,13,14,18,23/02/2021
DGFyC-437566,SGO Inspecciones simples,CORRIENTES AV. 1812,9,77,001A,23/02/2021
DGFyC-633830,SGO Inspecciones simples,SALTA 922,14,57,15,23/02/2021
DGFyC-489733,SGO Inspecciones simples,IBERA 1800,27,61,1,23/02/2021
DGFyC-634400,SGO Inspecciones simples,ARGERICH 487,65,24,009E,23/02/2021
DGFyC-475184,SGO Inspecciones simples,LOPE DE VEGA AV. 1205,85,7,022H,18/02/2021
DGFyC-537363,SGO Inspecciones simples,BAUNESS 2194,51,41,1,18/02/2021
DGFyC-566207,SGO Inspecciones simples,RIO DE JANEIRO 865,17,10,28,18/02/2021
DGFyC-634310,SGO Fiscalización Crítica,GAONA AV. 2013,59,110,29,20/02/2021
DGFyC-596942,SGO Inspecciones simples,MONTES DE OCA AV. 1183,18,142A,047C,22/02/2021
DGFyC-636598,SGO Eventos Masivos,AVENIDA DEL LIBERTADOR 7395,27,145,000M,20/02/2021
DGFyC-568157,SGO Grandes Superficies,TRES ARROYOS 360,47,66,006B,22/02/2021
DGFyC-636680,Auditorias Integrales Programadas,VEDIA 3788,43,012D,1,19/02/2021
DGFyC-616182,SGO Inspecciones simples,GUEMES 3256,15,23,5,18/02/2021
DGFyC-634382,SGO Inspecciones simples,HONDURAS AV. 3778,15,3,14,18/02/2021
DGFyC-397893,SGO Inspecciones simples,GORRITI 3938,19,7,5,18/02/2021
DGFyC-633909,SGO Grandes Superficies,RUIZ HUIDOBRO 3060,43,072B,4,19/02/2021
DGFyC-596823,SGO Inspecciones simples,ARENALES 3818,21,5,1,18/02/2021
DGFyC-636206,SGO Fiscalización Nocturna,RIOBAMBA 345,9,77,11,19/02/2021
DGFyC-636738,Auditorias Integrales Programadas,VEDIA 3788,43,012D,1,19/02/2021
DGFyC-636771,SGO Est. Educativos,LOPE DE VEGA 80,95,59,26,19/02/2021
DGFyC-414969,SGO Inspecciones simples,CONCORDIA 3459,81,144,17,23/02/2021
DGFyC-636785,SGO Fiscalización Nocturna,ESTADOS UNIDOS 758,,,,23/02/2021
DGFyC-374492,SGO Inspecciones simples,CABILDO AV. 1180,37,152,8,23/02/2021
DGFyC-637152,SGO Fiscalización Nocturna,SUIPACHA 919,3,27,21,23/02/2021
DGFyC-635522,SGO Fiscalización Nocturna,BULNES 331,13,3,12,18/02/2021
DGFyC-588361,SGO Est. Hoteles y Pensiones,FINOCHIETTO ENRIQUE DR. 1202,16,055A,1,18/02/2021
DGFyC-633446,SGO Est. Hoteles y Pensiones,SANTIAGO DEL ESTERO 1958,16,49,20,18/02/2021
DGFyC-635835,SGO Fiscalización Nocturna,SARMIENTO 2833,13,97,20,18/02/2021
DGFyC-482916,SGO Inspecciones simples,LIMA 1709,16,61,001a,17/02/2021
DGFyC-530483,SGO Est. Deportivos,PRINGLES 978,17,34,26,23/02/2021
DGFyC-615309,SGO Grandes Superficies,CONDARCO 1685,67,67,15,24/02/2021
DGFyC-634730,SGO Inspecciones simples,URUGUAY AV. 401,5,39,17,23/02/2021
DGFyC-637187,SGO Est. Educativos,SUAREZ 1525,10,36,23,22/02/2021
DGFyC-636446,SGO Grandes Superficies,GRIVEO 3863,83,114,27,24/02/2021
DGFyC-637277,SGO Est. Educativos,TUCUMAN 3177,13,63,028A,24/02/2021
DGFyC-365119,SGO Inspecciones simples,GASCON 1355,19,26,12,24/02/2021
DGFyC-538833,SGO Inspecciones simples,HONDURAS AV. 4018,19,25,2,24/02/2021
DGFyC-631956,SGO Inspecciones simples,LOPE DE VEGA 77,77,1,15,18/02/2021
DGFyC-629535,Auditorias Integrales Programadas,ESTADO PLURINACIONAL DE BOLIVIA 3234,71,078A,22,18/02/2021
DGFyC-634724,SGO Inspecciones simples,BAUNESS 2380,51,43,001F,18/02/2021
DGFyC-604176,SGO Verificaciones,BRASIL 2520,24,67,003A,18/02/2021
DGFyC-629032,SGO Est. Salud y Geriátricos,YERBAL 2540,65,61,003b,24/02/2021
DGFyC-636288,Auditorias Integrales Programadas,GUIDO 1599,7,50,12,22/02/2021
DGFyC-636263,SGO Suspensiones y Rechazos,LAVALLE 582,1,29,008a,23/02/2021
DGFyC-609901,SGO Inspecciones simples,AYACUCHO 1059,11,71,007b,23/02/2021
DGFyC-463197,SGO Inspecciones simples,CUENCA 2924,81,165,31,23/02/2021
DGFyC-607432,SGO Verificaciones,OLIVERA AV. 179,54,084A,28,23/02/2021
DGFyC-486465,SGO Inspecciones simples,CABILDO AV. 1484,37,155,7,23/02/2021
DGFyC-629131,SGO Fiscalización Nocturna,DIRECTORIO AV. 801,40,30,33,13/02/2021
DGFyC-633880,SGO Fiscalización Nocturna,HONDURAS 4733,19,49,28,13/02/2021
DGFyC-633876,SGO Fiscalización Nocturna,BOEDO AV. 944,30,7,13,13/02/2021
DGFyC-635010,SGO Fiscalización Nocturna,EL SALVADOR 5745,35,46,25,13/02/2021
DGFyC-630038,SGO Fiscalización Crítica,BOLIVAR 706,2,37,9,13/02/2021
DGFyC-634245,SGO Fiscalización Nocturna,HONDURAS 5028,19,035B,2,11/02/2021
DGFyC-634376,SGO Verificaciones,TACUARI 976,4,5,16,11/02/2021
DGFyC-635923,SGO Grandes Superficies,PARAGUAY 4436,19,119,005A,22/02/2021
DGFyC-632302,SGO Inspecciones simples,CORRIENTES AV. 1711,5,5,031A,23/02/2021
DGFyC-352138,SGO Inspecciones simples,AMENABAR 1945,39,89,004E,23/02/2021
DGFyC-635773,SGO Inspecciones simples,ACASSUSO 6370,,,,22/02/2021
DGFyC-635672,SGO Fiscalización Nocturna,RODRIGUEZ PEÑA 1220,7,5,013e,21/02/2021
DGFyC-634277,SGO Fiscalización Nocturna,GASCON 1460,19,44,17,16/02/2021
DGFyC-635279,SGO Fiscalización Crítica,CORRIENTES AV. 4850,47,190,20,15/02/2021
DGFyC-635293,SGO Eventos Masivos,AVENIDA DEL LIBERTADOR 4103,23,135,000A,15/02/2021
DGFyC-635308,SGO Fiscalización Nocturna,CORDOBA AV. 4119,31,97,22,16/02/2021
DGFyC-633042,SGO Est. Hoteles y Pensiones,PAEZ 2371,65,94,023A,17/02/2021
DGFyC-634752,SGO Fiscalización Crítica,AGUERO 398,13,49,001a,16/02/2021
DGFyC-339920,SGO Inspecciones simples,ZAVALETA 243,24,8,34,23/02/2021
DGFyC-634289,SGO Est. Hoteles y Pensiones,COSTA RICA 4137,19,75,010P,22/02/2021
DGFyC-516672,SGO Inspecciones simples,ARRIBEÑOS 2941,27,83,16,23/02/2021
DGFyC-637038,Auditorias Integrales Programadas,CORRIENTES AV. 857,1,5,027a,18/02/2021
DGFyC-635593,SGO Fiscalización Nocturna,CHACABUCO 162,2,25,016C,23/02/2021
DGFyC-637204,Auditorias Integrales Programadas,RIVADAVIA AV. 4299,17,37,21,24/02/2021
DGFyC-601360,SGO Verificaciones,LEOPARDI 7,60,135,001A,25/02/2021
DGFyC-635884,SGO Inspecciones simples,AMENABAR 2301,39,93,015a,23/02/2021
DGFyC-615096,SGO Inspecciones simples,ARRIBEÑOS 2755,27,81,13,23/02/2021
DGFyC-617951,SGO Inspecciones simples,CASEROS AV. 2701,24,40,37,23/02/2021
DGFyC-586659,SGO Fiscalización Crítica,CARABOBO AV. 99,48,155,008a,22/02/2021
DGFyC-635880,SGO Est. Hoteles y Pensiones,PASCO 1275,22,33,39,23/02/2021
DGFyC-609907,SGO Inspecciones simples,AYACUCHO 1086,11,54,001C,23/02/2021
DGFyC-488266,SGO Inspecciones simples,CABILDO AV. 1617,23,55,20,23/02/2021
DGFyC-637148,SGO Fiscalización Nocturna,RIVADAVIA AV. 4200,,,,23/02/2021
DGFyC-454307,SGO Inspecciones simples,CORRIENTES AV. 5701,31,8,13,19/02/2021
DGFyC-634834,SGO Inspecciones simples,CORRIENTES AV. 2330,9,37,003a,19/02/2021
DGFyC-635428,SGO Est. Hoteles y Pensiones,ESMERALDA 645,1,15,013A,19/02/2021
DGFyC-634738,SGO Suspensiones y Rechazos,ESMERALDA 545,1,14,15,19/02/2021
DGFyC-603781,SGO Inspecciones simples,MONTIEL 5165,82,23,5,11/02/2021
DGFyC-591638,SGO Verificaciones,GAONA AV. 1344,57,123,13,25/02/2021
DGFyC-636406,SGO Grandes Superficies,SAN JOSE 1529,14,26,028A,24/02/2021
DGFyC-521794,SGO Fiscalización Crítica,COCHABAMBA 1799,14,6,023d,23/02/2021
DGFyC-636777,SGO Inspecciones simples,AGUERO 896,13,55,1,24/02/2021
DGFyC-634402,SGO Grandes Superficies,ASUNCION 2470,71,106,8,18/02/2021
DGFyC-635476,SGO Fiscalización Nocturna,CORRIENTES AV. 3202,13,59,001A,18/02/2021
DGFyC-631969,SGO Est. Hoteles y Pensiones,USPALLATA 945,16,82,21,18/02/2021
DGFyC-635817,SGO Fiscalización Crítica,RIVADAVIA AV. 7431,65,20,002b,17/02/2021
DGFyC-635852,Auditorias Integrales Programadas,VEDIA 3626,,,,17/02/2021
DGFyC-635638,SGO Inspecciones simples,SAN MARTIN 978,3,49,001f,24/02/2021
DGFyC-573889,SGO Inspecciones simples,CURAPALIGUE AV. 1019,44,103,000H,24/02/2021
DGFyC-636822,SGO Fiscalización Nocturna,PEDERNERA 299,48,97,024E,23/02/2021
DGFyC-636575,SGO Eventos Deportivos,CIUDAD DE LA PAZ 1073,37,152,24,20/02/2021
DGFyC-636588,SGO Fiscalización Nocturna,SANCHEZ DE LORIA 464,28,30,014A,20/02/2021
DGFyC-635900,SGO Fiscalización Nocturna,CONGRESO 1931,27,048A,006H,22/02/2021
DGFyC-635492,SGO Est. Deportivos,PASEO COLON AV. 1250,,,,22/02/2021
DGFyC-634779,SGO Est. Hoteles y Pensiones,MORENO 1668,12,13,15,22/02/2021
DGFyC-635988,SGO Suspensiones y Rechazos,TUCUMAN 2840,13,92,4,22/02/2021
DGFyC-631148,SGO Inspecciones simples,CERVIÑO AV. 4403,21,83,29,17/02/2021
DGFyC-606862,SGO Inspecciones simples,REPUBLICA ARABE SIRIA 3041,21,48,000B,17/02/2021
DGFyC-635178,SGO Eventos Deportivos,BERUTI 3100,15,66,11,14/02/2021
DGFyC-634462,SGO Fiscalización Nocturna,RIVADAVIA AV. 7425,65,20,20,14/02/2021
DGFyC-635211,SGO Fiscalización Crítica,LA RIOJA 87,28,49,12,14/02/2021
DGFyC-634083,SGO Fiscalización Crítica,MALABIA 1568,19,32,39,15/02/2021
DGFyC-634136,SGO Fiscalización Nocturna,CORDOBA AV. 2515,11,1,29,16/02/2021
DGFyC-574990,SGO Inspecciones simples,CHARCAS 4246,19,140,4,17/02/2021
DGFyC-636203,SGO Fiscalización Nocturna,SARMIENTO 1662,5,11,6,19/02/2021
DGFyC-634324,SGO Fiscalización Nocturna,BALCARCE 259,2,52,13,17/02/2021
DGFyC-635396,SGO Fiscalización Nocturna,MEXICO 918,12,71,2,16/02/2021
DGFyC-635413,SGO Fiscalización Nocturna,SAN LORENZO 309,2,46,28,17/02/2021
DGFyC-492138,SGO Est. Deportivos,NOGOYA 5014,,,,18/02/2021
DGFyC-634288,SGO Fiscalización Crítica,GORRITI 4488,19,12,010A,11/02/2021
DGFyC-452165,SGO Inspecciones simples,ACASSUSO 6414,,,,12/02/2021
DGFyC-633749,SGO Grandes Superficies,ESPINOSA 1158,59,153,030A,12/02/2021
DGFyC-617975,SGO Inspecciones simples,COBO AV. 1184,38,015A,6,12/02/2021
DGFyC-629927,SGO Est. Salud y Geriátricos,SERRANO 1378,31,112,030a,12/02/2021
DGFyC-626166,SGO Inspecciones simples,ERCILLA 6399,74,117,18,12/02/2021
DGFyC-633769,SGO Est. Hoteles y Pensiones,NUÑEZ 2348,27,10,5,12/02/2021
DGFyC-631548,SGO Est. Hoteles y Pensiones,CORRIENTES AV. 623,1,21,025B,12/02/2021
DGFyC-633490,SGO Fiscalización Crítica,PARAGUAY 679,3,42,24,11/02/2021
DGFyC-358017,SGO Inspecciones simples,11 DE SEPTIEMBRE DE 1888 3002,27,62,1,12/02/2021
DGFyC-381614,SGO Est. Deportivos,MEDRANO 1158,19,7,36,24/02/2021
DGFyC-637306,Auditorias Integrales Programadas,PERU 1332,4,19,14,23/02/2021
DGFyC-633611,SGO Inspecciones simples,DIAZ VELEZ AV. 5298,45,75,009f,18/02/2021
DGFyC-176156,SGO Inspecciones simples,PAUNERO 2885,21,60,8,18/02/2021
DGFyC-632362,SGO Fiscalización Nocturna,GORRITI 3453,15,42,16,18/02/2021
DGFyC-635470,SGO Fiscalización Nocturna,CORRIENTES AV. 3914,17,92,3,18/02/2021
DGFyC-474108,SGO Est. Hoteles y Pensiones,LIBERTAD 1216,7,48,040A,18/02/2021
DGFyC-602281,SGO Est. Salud y Geriátricos,CHIVILCOY 70,77,90,001F,18/02/2021
DGFyC-637158,SGO Grandes Superficies,BAEZ 357,23,81,20,22/02/2021
DGFyC-637182,SGO Est. Educativos,NEUQUEN 1554,57,64,7,22/02/2021
DGFyC-577247,SGO Grandes Superficies,SAN JOSE 1554,14,35,013B,24/02/2021
DGFyC-569907,SGO Grandes Superficies,MOSCONI GENERAL AV. 3517,,,,24/02/2021
DGFyC-482995,SGO Inspecciones simples,IBERA 2316,27,5,001G,04/03/2021
DGFyC-635736,SGO Inspecciones simples,MONTENEGRO 285,47,059A,016A,25/02/2021
DGFyC-636112,SGO Est. Hoteles y Pensiones,TACUARI 1751,8,7,32,25/02/2021
DGFyC-636775,SGO Fiscalización Nocturna,ALVAREZ JONTE AV. 3112,67,013F,1,25/02/2021
DGFyC-637843,Auditorias Integrales Programadas,GASCON 57,17,064A,33,24/02/2021
DGFyC-636872,SGO Fiscalización Nocturna,BAIGORRIA 3241,81,163,029B,25/02/2021
DGFyC-631438,SGO Inspecciones simples,DORREGO AV. 154,47,57,14,25/02/2021
DGFyC-636915,SGO Fiscalización Nocturna,ALVAREZ JONTE 2294,67,116,10,25/02/2021
DGFyC-636713,SGO Eventos Masivos,AVENIDA DEL LIBERTADOR 7395,27,145,000M,21/02/2021
DGFyC-636734,SGO Fiscalización Nocturna,CORDOBA AV. 4119,31,97,22,22/02/2021
DGFyC-536441,SGO Grandes Superficies,CHARCAS 5164,35,113,7,22/02/2021
DGFyC-636787,SGO Est. Educativos,MORENO 963,12,75,20,19/02/2021
DGFyC-635893,SGO Est. Educativos,CORRIENTES AV. 1994,9,69,12,17/02/2021
